"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	466	20634607	2.26	2.05	2.46	0.07%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	8	20634607	0.04 (Unreliable)	0.02	0.08	0.00%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	591	20634607	2.86	2.63	3.10	0.09%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	350	20634607	1.70	1.52	1.87	0.05%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	21	20634607	0.10	0.06	0.16	0.00%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	9	20634607	0.04 (Unreliable)	0.02	0.08	0.00%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	5	20634607	0.02 (Unreliable)	0.01	0.06	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"			1538	20634607	7.45	7.08	7.83	0.24%
"Total"	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"					1538	20634607	7.45	7.08	7.83	0.24%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	35	22864357	0.15	0.11	0.21	0.01%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	39	22864357	0.17	0.12	0.23	0.01%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fall"	"GRINJ-003"	42	22864357	0.18	0.13	0.25	0.01%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	7	22864357	0.03 (Unreliable)	0.01	0.06	0.00%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	604	22864357	2.64	2.43	2.85	0.09%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	5	22864357	0.02 (Unreliable)	0.01	0.05	0.00%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	929	22864357	4.06	3.80	4.32	0.14%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	353	22864357	1.54	1.38	1.70	0.05%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	23	22864357	0.10	0.06	0.15	0.00%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	19	22864357	0.08 (Unreliable)	0.05	0.13	0.00%
	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	10	22864357	0.04 (Unreliable)	0.02	0.08	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"			2066	22864357	9.04	8.65	9.43	0.32%
"Total"	"2010"	"2010"	"Female"	"F"	"45-54 years"	"45-54"					2066	22864357	9.04	8.65	9.43	0.32%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	18	18881581	0.10 (Unreliable)	0.06	0.15	0.00%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	28	18881581	0.15	0.10	0.21	0.00%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fall"	"GRINJ-003"	40	18881581	0.21	0.15	0.29	0.01%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	6	18881581	0.03 (Unreliable)	0.01	0.07	0.00%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	493	18881581	2.61	2.38	2.84	0.08%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	2	18881581	0.01 (Unreliable)	0.00	0.04	0.00%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	662	18881581	3.51	3.24	3.77	0.10%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	229	18881581	1.21	1.06	1.37	0.04%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	13	18881581	0.07 (Unreliable)	0.04	0.12	0.00%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	17	18881581	0.09 (Unreliable)	0.05	0.14	0.00%
	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	7	18881581	0.04 (Unreliable)	0.01	0.08	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"			1515	18881581	8.02	7.62	8.43	0.23%
"Total"	"2010"	"2010"	"Female"	"F"	"55-64 years"	"55-64"					1515	18881581	8.02	7.62	8.43	0.23%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	13	11616910	0.11 (Unreliable)	0.06	0.19	0.00%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	19	11616910	0.16 (Unreliable)	0.10	0.26	0.00%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fall"	"GRINJ-003"	15	11616910	0.13 (Unreliable)	0.07	0.21	0.00%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	2	11616910	0.02 (Unreliable)	0.00	0.06	0.00%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	209	11616910	1.80	1.56	2.04	0.03%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	2	11616910	0.02 (Unreliable)	0.00	0.06	0.00%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	206	11616910	1.77	1.53	2.02	0.03%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	77	11616910	0.66	0.52	0.83	0.01%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	2	11616910	0.02 (Unreliable)	0.00	0.06	0.00%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	6	11616910	0.05 (Unreliable)	0.02	0.11	0.00%
	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	5	11616910	0.04 (Unreliable)	0.01	0.10	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"			556	11616910	4.79	4.39	5.18	0.09%
"Total"	"2010"	"2010"	"Female"	"F"	"65-74 years"	"65-74"					556	11616910	4.79	4.39	5.18	0.09%
	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	5	7584360	0.07 (Unreliable)	0.02	0.15	0.00%
	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	8	7584360	0.11 (Unreliable)	0.05	0.21	0.00%
	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fall"	"GRINJ-003"	14	7584360	0.18 (Unreliable)	0.10	0.31	0.00%
	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	2	7584360	0.03 (Unreliable)	0.00	0.10	0.00%
	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	105	7584360	1.38	1.12	1.65	0.02%
	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	97	7584360	1.28	1.04	1.56	0.01%
	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	48	7584360	0.63	0.47	0.84	0.01%
	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	1	7584360	0.01 (Unreliable)	0.00	0.07	0.00%
	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	2	7584360	0.03 (Unreliable)	0.00	0.10	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"			282	7584360	3.72	3.28	4.15	0.04%
"Total"	"2010"	"2010"	"Female"	"F"	"75-84 years"	"75-84"					282	7584360	3.72	3.28	4.15	0.04%
	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	2	3703754	0.05 (Unreliable)	0.01	0.20	0.00%
	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	6	3703754	0.16 (Unreliable)	0.06	0.35	0.00%
	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Fall"	"GRINJ-003"	9	3703754	0.24 (Unreliable)	0.11	0.46	0.00%
	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	30	3703754	0.81	0.55	1.16	0.00%
	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	41	3703754	1.11	0.79	1.50	0.01%
	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	32	3703754	0.86	0.59	1.22	0.00%
	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	1	3703754	0.03 (Unreliable)	0.00	0.15	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"			121	3703754	3.27	2.68	3.85	0.02%
"Total"	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"					121	3703754	3.27	2.68	3.85	0.02%
	"2010"	"2010"	"Female"	"F"	"Not Stated"	"NS"	"Suicide"	"2"	"Fall"	"GRINJ-003"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"Not Stated"	"NS"	"Suicide"	"2"			1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"Not Stated"	"NS"					1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2010"	"2010"	"Female"	"F"							8087	156964212	5.15	5.04	5.26	1.24%
	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1	10389638	0.01 (Unreliable)	0.00	0.05	0.00%
	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	6	10389638	0.06 (Unreliable)	0.02	0.13	0.00%
"Total"	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"	"Suicide"	"2"			7	10389638	0.07 (Unreliable)	0.03	0.14	0.00%
"Total"	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"					7	10389638	0.07 (Unreliable)	0.03	0.14	0.00%
	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	1	10579862	0.01 (Unreliable)	0.00	0.05	0.00%
	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Fall"	"GRINJ-003"	2	10579862	0.02 (Unreliable)	0.00	0.07	0.00%
	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	68	10579862	0.64	0.50	0.81	0.01%
	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	5	10579862	0.05 (Unreliable)	0.02	0.11	0.00%
	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	101	10579862	0.95	0.77	1.14	0.02%
	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	3	10579862	0.03 (Unreliable)	0.01	0.08	0.00%
"Total"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"			180	10579862	1.70	1.45	1.95	0.03%
"Total"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"					180	10579862	1.70	1.45	1.95	0.03%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	8	11303666	0.07 (Unreliable)	0.03	0.14	0.00%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	10	11303666	0.09 (Unreliable)	0.04	0.16	0.00%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fall"	"GRINJ-003"	35	11303666	0.31	0.22	0.43	0.01%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	5	11303666	0.04 (Unreliable)	0.01	0.10	0.00%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	601	11303666	5.32	4.89	5.74	0.09%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	8	11303666	0.07 (Unreliable)	0.03	0.14	0.00%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	66	11303666	0.58	0.45	0.74	0.01%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	552	11303666	4.88	4.48	5.29	0.08%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	23	11303666	0.20	0.13	0.31	0.00%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	12	11303666	0.11 (Unreliable)	0.05	0.19	0.00%
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	3	11303666	0.03 (Unreliable)	0.01	0.08	0.00%
"Total"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"			1323	11303666	11.70	11.07	12.33	0.20%
"Total"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"					1323	11303666	11.70	11.07	12.33	0.20%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	25	11014176	0.23	0.15	0.34	0.00%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	18	11014176	0.16 (Unreliable)	0.10	0.26	0.00%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fall"	"GRINJ-003"	60	11014176	0.54	0.42	0.70	0.01%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	7	11014176	0.06 (Unreliable)	0.03	0.13	0.00%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1243	11014176	11.29	10.66	11.91	0.19%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	7	11014176	0.06 (Unreliable)	0.03	0.13	0.00%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	166	11014176	1.51	1.28	1.74	0.03%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	858	11014176	7.79	7.27	8.31	0.13%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	43	11014176	0.39	0.28	0.53	0.01%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	15	11014176	0.14 (Unreliable)	0.08	0.22	0.00%
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	6	11014176	0.05 (Unreliable)	0.02	0.12	0.00%
"Total"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"			2448	11014176	22.23	21.35	23.11	0.38%
"Total"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"					2448	11014176	22.23	21.35	23.11	0.38%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	63	20632091	0.31	0.23	0.39	0.01%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	44	20632091	0.21	0.15	0.29	0.01%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fall"	"GRINJ-003"	124	20632091	0.60	0.50	0.71	0.02%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	13	20632091	0.06 (Unreliable)	0.03	0.11	0.00%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2285	20632091	11.07	10.62	11.53	0.35%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	14	20632091	0.07 (Unreliable)	0.04	0.11	0.00%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	431	20632091	2.09	1.89	2.29	0.07%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1579	20632091	7.65	7.28	8.03	0.24%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	44	20632091	0.21	0.15	0.29	0.01%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	21	20632091	0.10	0.06	0.16	0.00%
	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	25	20632091	0.12	0.08	0.18	0.00%
"Total"	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"			4643	20632091	22.50	21.86	23.15	0.71%
"Total"	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"					4643	20632091	22.50	21.86	23.15	0.71%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	100	20435999	0.49	0.39	0.59	0.02%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	49	20435999	0.24	0.18	0.32	0.01%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fall"	"GRINJ-003"	109	20435999	0.53	0.43	0.63	0.02%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	19	20435999	0.09 (Unreliable)	0.06	0.15	0.00%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2448	20435999	11.98	11.50	12.45	0.38%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	21	20435999	0.10	0.06	0.16	0.00%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	688	20435999	3.37	3.12	3.62	0.11%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1489	20435999	7.29	6.92	7.66	0.23%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	39	20435999	0.19	0.14	0.26	0.01%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	46	20435999	0.23	0.16	0.30	0.01%
	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	25	20435999	0.12	0.08	0.18	0.00%
"Total"	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"			5033	20435999	24.63	23.95	25.31	0.77%
"Total"	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"					5033	20435999	24.63	23.95	25.31	0.77%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	168	22142359	0.76	0.64	0.87	0.03%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	45	22142359	0.20	0.15	0.27	0.01%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fall"	"GRINJ-003"	112	22142359	0.51	0.41	0.60	0.02%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	25	22142359	0.11	0.07	0.17	0.00%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	3488	22142359	15.75	15.23	16.28	0.54%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	16	22142359	0.07 (Unreliable)	0.04	0.12	0.00%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	1132	22142359	5.11	4.81	5.41	0.17%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1612	22142359	7.28	6.92	7.64	0.25%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	57	22142359	0.26	0.19	0.33	0.01%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	43	22142359	0.19	0.14	0.26	0.01%
	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	35	22142359	0.16	0.11	0.22	0.01%
"Total"	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"			6733	22142359	30.41	29.68	31.13	1.04%
"Total"	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"					6733	22142359	30.41	29.68	31.13	1.04%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	127	17601148	0.72	0.60	0.85	0.02%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	48	17601148	0.27	0.20	0.36	0.01%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fall"	"GRINJ-003"	72	17601148	0.41	0.32	0.52	0.01%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	18	17601148	0.10 (Unreliable)	0.06	0.16	0.00%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2894	17601148	16.44	15.84	17.04	0.45%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	11	17601148	0.06 (Unreliable)	0.03	0.11	0.00%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	720	17601148	4.09	3.79	4.39	0.11%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	901	17601148	5.12	4.78	5.45	0.14%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	21	17601148	0.12	0.07	0.18	0.00%
	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	27	17601148	0.15	0.10	0.22	0.00%
